frame,alpha_mean,alpha_max,disagreement_mean,temporal_risk_mean,BasicVSR_psnr,BasicVSR_ssim,BasicVSR_sharp,VSRGAN_psnr,VSRGAN_ssim,VSRGAN_sharp,RGB-Hybrid_psnr,RGB-Hybrid_ssim,RGB-Hybrid_sharp,FUGR-no-temporal_psnr,FUGR-no-temporal_ssim,FUGR-no-temporal_sharp,FUGR-temporal_psnr,FUGR-temporal_ssim,FUGR-temporal_sharp
00000043.png,0.014981995336711407,0.13596153259277344,0.026012450456619263,0.018637515604496002,27.47114260284947,0.7798970540364584,0.0015124690253287554,25.036191236157215,0.6902479330698649,0.005343524739146233,27.473706681836127,0.7798945307731628,0.0015178725589066744,27.479667882691018,0.7800254821777344,0.0015457557747140527,27.475790757854245,0.7799861232439677,0.0015315182972699404
00000044.png,0.015499096363782883,0.1478329300880432,0.02543313428759575,0.018466291949152946,27.597708176780618,0.7756563027699789,0.0014762775972485542,25.203800602472285,0.6863664984703064,0.005216140300035477,27.60069464672935,0.775654137134552,0.0014816472539678216,27.606931052126154,0.7757972478866577,0.0015077636344358325,27.602881624930053,0.7757497628529867,0.0014948893804103136
00000045.png,0.015622257255017757,0.1583186388015747,0.02601149119436741,0.018566999584436417,27.601054022543018,0.7703312039375305,0.0014813279267400503,25.140030979304235,0.6810920834541321,0.005212162155658007,27.603298538931377,0.7703346610069275,0.0014874868793413043,27.60974104413943,0.7704703013102213,0.0015125893987715244,27.605675888068415,0.7704198559125265,0.0015003831358626485
00000046.png,0.01581767201423645,0.1445469707250595,0.026537667959928513,0.018536526709794998,27.704519484360954,0.7645794351895651,0.0014876618515700102,25.166617786592216,0.6754180391629537,0.0053620184771716595,27.70732715050205,0.7646103302637736,0.00149445584975183,27.71404184219143,0.7647481163342794,0.001522146980278194,27.7096783049143,0.7646824320157369,0.0015081882011145353
00000047.png,0.01582195796072483,0.14142173528671265,0.026948917657136917,0.01896527037024498,27.72200015231175,0.7650041977564493,0.001481393352150917,25.116651390593905,0.6755344072977701,0.005472191143780947,27.724143115129202,0.7650421460469564,0.0014889021404087543,27.730203603718323,0.7651872436205546,0.0015160915208980441,27.726399157121303,0.7651109298070272,0.0015024688327684999
00000048.png,0.015567269176244736,0.14115899801254272,0.02719123847782612,0.019182875752449036,27.6670587844211,0.7716890970865885,0.0015386398881673813,25.08013839410269,0.6848751703898112,0.005499579943716526,27.669970643282692,0.7717272440592448,0.0015459603164345026,27.678064165873003,0.771898090839386,0.0015754119958728552,27.672617304497713,0.7718036572138468,0.0015607138630002737
00000049.png,0.015620386227965355,0.14199700951576233,0.027667462825775146,0.01917421631515026,27.475216003631434,0.7687059243520101,0.0015881542349234223,24.92931787044469,0.6841993927955627,0.005548935383558273,27.478887767019515,0.7687638203303019,0.0015936678973957896,27.4860212643781,0.7689464290936788,0.0016219931421801448,27.48078496255083,0.7688306967417399,0.0016076163155958056
00000050.png,0.015444139949977398,0.13814455270767212,0.028483033180236816,0.01963268406689167,27.286652122156198,0.7708619634310404,0.0016239610267803073,24.75145770759844,0.6869007349014282,0.0057819439098238945,27.290915292790856,0.7709376215934753,0.0016297861002385616,27.302004438463957,0.7711597482363383,0.0016579371877014637,27.293407645820036,0.7710070013999939,0.001643918571062386
00000051.png,0.015643294900655746,0.15009869635105133,0.02820771373808384,0.01974444091320038,27.26387234836011,0.7811984419822693,0.001670786296017468,24.75979536952262,0.6968223651250204,0.005881532561033964,27.267418684169463,0.781285027662913,0.001678001252003014,27.274919565622714,0.7814777294794718,0.0017078634118661284,27.26972879408976,0.7813479502995809,0.0016919149784371257
00000052.png,0.015409087762236595,0.1502949446439743,0.02861776389181614,0.019496062770485878,27.06292432862582,0.7823403278986613,0.0017183718737214804,24.636692627291637,0.699856678644816,0.005991385784000158,27.067631644281434,0.7824446161588033,0.001725260866805911,27.078871102825364,0.7826956113179525,0.0017544225556775928,27.07002017817429,0.7825146714846293,0.0017387636471539736
00000053.png,0.015655573457479477,0.14927619695663452,0.028796765953302383,0.018948180601000786,27.025437659141286,0.7823581695556641,0.0017424622783437371,24.5436341902016,0.6997583508491516,0.006074211560189724,27.028792174619333,0.7824241518974304,0.0017500733956694603,27.036126255860545,0.782595157623291,0.0017815782921388745,27.030813886300447,0.7824901143709818,0.0017641843296587467
